,,,,,,,,,,,,,,,,
,26.02.25(수),,260,주초,주말,TIGER 미국나스닥100 주종가,지수 추세,시장 평가,,Date,TIGER 미국나스닥100 ,Date,KODEX 미국나스닥100레버리지(합성 H),TIGER 미국나스닥100레버리지(합성),ACE 미국빅테크TOP7 Plus레버리지(합성),TIMEFOLIO 미국나스닥100액티브
,,,,,,,,,,16.09.27(화),"₩24,005",,,,,
,,,,,,,,,,16.09.28(수),"₩24,000",,,,,
,,,,,,,,,,16.09.29(목),"₩24,200",,,,,
,,,,,,,,,,16.09.30(금),"₩23,900",,,,,
,,,,,,,,,,16.10.04(화),"₩24,185",,,,,
,,,,,,,,,,16.10.05(수),"₩24,400",,,,,
,,,,,,,,,,16.10.06(목),"₩24,455",,,,,
,,,,,,,,,,16.10.07(금),"₩24,380",,,,,
,,,,,,,,,,16.10.10(월),"₩24,285",,,,,
,,,,,,,,,,16.10.11(화),"₩24,660",,,,,
,,,,,,,,,,16.10.12(수),"₩24,485",,,,,
,,,,,,,,,,16.10.13(목),"₩24,450",,,,,
,,,,,,,,,,16.10.14(금),"₩24,600",,,,,
,,,,,,,,,,16.10.17(월),"₩24,650",,,,,
,,,,,,,,,,16.10.18(화),"₩24,575",,,,,
,,,,,,,,,,16.10.19(수),"₩24,415",,,,,
,,,,,,,,,,16.10.20(목),"₩24,520",,,,,
,,,,,,,,,,16.10.21(금),"₩24,660",,,,,
,,,,,,,,,,16.10.24(월),"₩24,800",,,,,
,,,,,,,,,,16.10.25(화),"₩25,170",,,,,
,,,,,,,,,,16.10.26(수),"₩24,895",,,,,
,,,,,,,,,,16.10.27(목),"₩24,950",,,,,
,,,,,,,,,,16.10.28(금),"₩24,950",,,,,
,,,,,,,,,,16.10.31(월),"₩24,910",,,,,
,,,,,,,,,,16.11.01(화),"₩24,795",,,,,
,,,,,,,,,,16.11.02(수),"₩24,525",,,,,
,,,,,,,,,,16.11.03(목),"₩24,100",,,,,
,,,,,,,,,,16.11.04(금),"₩24,180",,,,,
,,,,,,,,,,16.11.07(월),"₩24,425",,,,,
,,,,,,,,,,16.11.08(화),"₩24,445",,,,,
,,,,,,,,,,16.11.09(수),"₩23,775",,,,,
,,,,,,,,,,16.11.10(목),"₩25,245",,,,,
,,,,,,,,,,16.11.11(금),"₩24,865",,,,,
,,,,,,,,,,16.11.14(월),"₩25,275",,,,,
,,,,,,,,,,16.11.15(화),"₩24,880",,,,,
,,,,,,,,,,16.11.16(수),"₩25,200",,,,,
,,,,,,,,,,16.11.17(목),"₩25,500",,,,,
,,,,,,,,,,16.11.18(금),"₩25,740",,,,,
,,,,,,,,,,16.11.21(월),"₩25,760",,,,,
,,,,,,,,,,16.11.22(화),"₩25,875",,,,,
,,,,,,,,,,16.11.23(수),"₩25,935",,,,,
,,,,,,,,,,16.11.24(목),"₩25,885",,,,,
,,,,,,,,,,16.11.25(금),"₩25,885",,,,,
,,,,,,,,,,16.11.28(월),"₩25,750",,,,,
,,,,,,,,,,16.11.29(화),"₩25,650",,,,,
,,,,,,,,,,16.11.30(수),"₩25,760",,,,,
,,,,,,,,,,16.12.01(목),"₩25,370",,,,,
,,,,,,,,,,16.12.02(금),"₩25,040",,,,,
,,,,,,,,,,16.12.05(월),"₩25,085",,,,,
,,,,,,,,,,16.12.06(화),"₩25,240",,,,,
,,,,,,,,,,16.12.07(수),"₩25,305",,,,,
,,,,,,,,,,16.12.08(목),"₩25,485",,,,,
,,,,,,,,,,16.12.09(금),"₩25,610",,,,,
,,,,,,,,,,16.12.12(월),"₩25,780",,,,,
,,,,,,,,,,16.12.13(화),"₩25,715",,,,,
,,,,,,,,,,16.12.14(수),"₩26,115",,,,,
,,,,,,,,,,16.12.15(목),"₩26,225",,,,,
,,,,,,,,,,16.12.16(금),"₩26,410",,,,,
,,,,,,,,,,16.12.19(월),"₩26,340",,,,,
,,,,,,,,,,16.12.20(화),"₩26,485",,,,,
,,,,,,,,,,16.12.21(수),"₩26,675",,,,,
,,,,,,,,,,16.12.22(목),"₩26,780",,,,,
,,,,,,,,,,16.12.23(금),"₩26,780",,,,,
,,,,,,,,,,16.12.26(월),"₩26,775",,,,,
,,,,,,,,,,16.12.27(화),"₩26,960",,,,,
,,,,,,,,,,16.12.28(수),"₩27,130",,,,,
,,,,,,,,,,16.12.29(목),"₩26,790",,,,,
,,,,,,,,,,16.12.30(금),"₩26,790",,,,,
,,,,,,,,,,17.01.02(월),"₩26,665",,,,,
,,,,,,,,,,17.01.03(화),"₩26,735",,,,,
,,,,,,,,,,17.01.04(수),"₩26,815",,,,,
,,,,,,,,,,17.01.05(목),"₩26,505",,,,,
,,,,,,,,,,17.01.06(금),"₩26,640",,,,,
,,,,,,,,,,17.01.09(월),"₩27,300",,,,,
,,,,,,,,,,17.01.10(화),"₩27,005",,,,,
,,,,,,,,,,17.01.11(수),"₩27,235",,,,,
,,,,,,,,,,17.01.12(목),"₩26,965",,,,,
,,,,,,,,,,17.01.13(금),"₩26,835",,,,,
,,,,,,,,,,17.01.16(월),"₩26,910",,,,,
,,,,,,,,,,17.01.17(화),"₩26,805",,,,,
,,,,,,,,,,17.01.18(수),"₩26,595",,,,,
,,,,,,,,,,17.01.19(목),"₩26,855",,,,,
,,,,,,,,,,17.01.20(금),"₩26,770",,,,,
,,,,,,,,,,17.01.23(월),"₩26,550",,,,,
,,,,,,,,,,17.01.24(화),"₩26,625",,,,,
,,,,,,,,,,17.01.25(수),"₩26,910",,,,,
,,,,,,,,,,17.01.26(목),"₩27,050",,,,,
,,,,,,,,,,17.01.31(화),"₩26,860",,,,,
,,,,,,,,,,17.02.01(수),"₩26,850",,,,,
,,,,,,,,,,17.02.02(목),"₩26,595",,,,,
,,,,,,,,,,17.02.03(금),"₩26,695",,,,,
,,,,,,,,,,17.02.06(월),"₩26,535",,,,,
,,,,,,,,,,17.02.07(화),"₩26,745",,,,,
,,,,,,,,,,17.02.08(수),"₩26,870",,,,,
,,,,,,,,,,17.02.09(목),"₩26,890",,,,,
,,,,,,,,,,17.02.10(금),"₩27,150",,,,,
,,,,,,,,,,17.02.13(월),"₩27,240",,,,,
,,,,,,,,,,17.02.14(화),"₩27,020",,,,,
,,,,,,,,,,17.02.15(수),"₩27,150",,,,,
,,,,,,,,,,17.02.16(목),"₩27,370",,,,,
,,,,,,,,,,17.02.17(금),"₩27,415",,,,,
,,,,,,,,,,17.02.20(월),"₩27,675",,,,,
,,,,,,,,,,17.02.21(화),"₩27,625",,,,,
,,,,,,,,,,17.02.22(수),"₩27,670",,,,,
,,,,,,,,,,17.02.23(목),"₩27,510",,,,,
,,,,,,,,,,17.02.24(금),"₩27,240",,,,,
,,,,,,,,,,17.02.27(월),"₩27,415",,,,,
,,,,,,,,,,17.02.28(화),"₩27,335",,,,,
,,,,,,,,,,17.03.02(목),"₩27,810",,,,,
,,,,,,,,,,17.03.03(금),"₩27,975",,,,,
,,,,,,,,,,17.03.06(월),"₩28,075",,,,,
,,,,,,,,,,17.03.07(화),"₩27,830",,,,,
,,,,,,,,,,17.03.08(수),"₩27,720",,,,,
,,,,,,,,,,17.03.09(목),"₩28,090",,,,,
,,,,,,,,,,17.03.10(금),"₩28,120",,,,,
,,,,,,,,,,17.03.13(월),"₩27,885",,,,,
,,,,,,,,,,17.03.14(화),"₩27,985",,,,,
,,,,,,,,,,17.03.15(수),"₩27,895",,,,,
,,,,,,,,,,17.03.16(목),"₩27,825",,,,,
,,,,,,,,,,17.03.17(금),"₩27,730",,,,,
,,,,,,,,,,17.03.20(월),"₩27,420",,,,,
,,,,,,,,,,17.03.21(화),"₩27,395",,,,,
,,,,,,,,,,17.03.22(수),"₩27,015",,,,,
,,,,,,,,,,17.03.23(목),"₩27,255",,,,,
,,,,,,,,,,17.03.24(금),"₩27,255",,,,,
,,,,,,,,,,17.03.27(월),"₩26,785",,,,,
,,,,,,,,,,17.03.28(화),"₩27,100",,,,,
,,,,,,,,,,17.03.29(수),"₩27,315",,,,,
,,,,,,,,,,17.03.30(목),"₩27,470",,,,,
,,,,,,,,,,17.03.31(금),"₩27,455",,,,,
,,,,,,,,,,17.04.03(월),"₩27,505",,,,,
,,,,,,,,,,17.04.04(화),"₩27,350",,,,,
,,,,,,,,,,17.04.05(수),"₩27,600",,,,,
,,,,,,,,,,17.04.06(목),"₩27,560",,,,,
,,,,,,,,,,17.04.07(금),"₩27,750",,,,,
,,,,,,,,,,17.04.10(월),"₩28,030",,,,,
,,,,,,,,,,17.04.11(화),"₩28,080",,,,,
,,,,,,,,,,17.04.12(수),"₩27,855",,,,,
,,,,,,,,,,17.04.13(목),"₩27,515",,,,,
,,,,,,,,,,17.04.14(금),"₩27,490",,,,,
,,,,,,,,,,17.04.17(월),"₩27,500",,,,,
,,,,,,,,,,17.04.18(화),"₩27,930",,,,,
,,,,,,,,,,17.04.19(수),"₩27,840",,,,,
,,,,,,,,,,17.04.20(목),"₩27,885",,,,,
,,,,,,,,,,17.04.21(금),"₩27,965",,,,,
,,,,,,,,,,17.04.24(월),"₩28,070",,,,,
,,,,,,,,,,17.04.25(화),"₩28,115",,,,,
,,,,,,,,,,17.04.26(수),"₩28,245",,,,,
,,,,,,,,,,17.04.27(목),"₩28,375",,,,,
,,,,,,,,,,17.04.28(금),"₩28,580",,,,,
,,,,,,,,,,17.05.02(화),"₩28,800",,,,,
,,,,,,,,,,17.05.04(목),"₩28,805",,,,,
,,,,,,,,,,17.05.08(월),"₩28,880",,,,,
,,,,,,,,,,17.05.10(수),"₩29,160",,,,,
,,,,,,,,,,17.05.11(목),"₩28,985",,,,,
,,,,,,,,,,17.05.12(금),"₩28,900",,,,,
,,,,,,,,,,17.05.15(월),"₩28,960",,,,,
,,,,,,,,,,17.05.16(화),"₩28,800",,,,,
,,,,,,,,,,17.05.17(수),"₩28,735",,,,,
,,,,,,,,,,17.05.18(목),"₩28,425",,,,,
,,,,,,,,,,17.05.19(금),"₩28,735",,,,,
,,,,,,,,,,17.05.22(월),"₩28,690",,,,,
,,,,,,,,,,17.05.23(화),"₩28,940",,,,,
,,,,,,,,,,17.05.24(수),"₩29,075",,,,,
,,,,,,,,,,17.05.25(목),"₩29,100",,,,,
,,,,,,,,,,17.05.26(금),"₩29,350",,,,,
,,,,,,,,,,17.05.29(월),"₩29,435",,,,,
,,,,,,,,,,17.05.30(화),"₩29,490",,,,,
,,,,,,,,,,17.05.31(수),"₩29,415",,,,,
,,,,,,,,,,17.06.01(목),"₩29,385",,,,,
,,,,,,,,,,17.06.02(금),"₩29,650",,,,,
,,,,,,,,,,17.06.05(월),"₩29,765",,,,,
,,,,,,,,,,17.06.07(수),"₩29,790",,,,,
,,,,,,,,,,17.06.08(목),"₩29,905",,,,,
,,,,,,,,,,17.06.09(금),"₩29,930",,,,,
,,,,,,,,,,17.06.12(월),"₩29,195",,,,,
,,,,,,,,,,17.06.13(화),"₩29,260",,,,,
,,,,,,,,,,17.06.14(수),"₩29,255",,,,,
,,,,,,,,,,17.06.15(목),"₩29,045",,,,,
,,,,,,,,,,17.06.16(금),"₩29,270",,,,,
,,,,,,,,,,17.06.19(월),"₩29,260",,,,,
,,,,,,,,,,17.06.20(화),"₩29,695",,,,,
,,,,,,,,,,17.06.21(수),"₩29,545",,,,,
,,,,,,,,,,17.06.22(목),"₩29,855",,,,,
,,,,,,,,,,17.06.23(금),"₩29,825",,,,,
,,,,,,,,,,17.06.26(월),"₩29,925",,,,,
,,,,,,,,,,17.06.27(화),"₩29,665",,,,,
,,,,,,,,,,17.06.28(수),"₩29,305",,,,,
,,,,,,,,,,17.06.29(목),"₩29,705",,,,,
,,,,,,,,,,17.06.30(금),"₩29,220",,,,,
,,,,,,,,,,17.07.03(월),"₩29,350",,,,,
,,,,,,,,,,17.07.04(화),"₩29,120",,,,,
,,,,,,,,,,17.07.05(수),"₩29,075",,,,,
,,,,,,,,,,17.07.06(목),"₩29,435",,,,,
,,,,,,,,,,17.07.07(금),"₩29,315",,,,,
,,,,,,,,,,17.07.10(월),"₩29,495",,,,,
,,,,,,,,,,17.07.11(화),"₩29,620",,,,,
,,,,,,,,,,17.07.12(수),"₩29,550",,,,,
,,,,,,,,,,17.07.13(목),"₩29,770",,,,,
,,,,,,,,,,17.07.14(금),"₩29,700",,,,,
,,,,,,,,,,17.07.17(월),"₩29,835",,,,,
,,,,,,,,,,17.07.18(화),"₩29,675",,,,,
,,,,,,,,,,17.07.19(수),"₩29,750",,,,,
,,,,,,,,,,17.07.20(목),"₩30,140",,,,,
,,,,,,,,,,17.07.21(금),"₩29,905",,,,,
,,,,,,,,,,17.07.24(월),"₩29,795",,,,,
,,,,,,,,,,17.07.25(화),"₩29,945",,,,,
,,,,,,,,,,17.07.26(수),"₩30,010",,,,,
,,,,,,,,,,17.07.27(목),"₩30,130",,,,,
,,,,,,,,,,17.07.28(금),"₩29,810",,,,,
,,,,,,,,,,17.07.31(월),"₩29,890",,,,,
,,,,,,,,,,17.08.01(화),"₩29,930",,,,,
,,,,,,,,,,17.08.02(수),"₩30,250",,,,,
,,,,,,,,,,17.08.03(목),"₩30,180",,,,,
,,,,,,,,,,17.08.04(금),"₩30,005",,,,,
,,,,,,,,,,17.08.07(월),"₩30,180",,,,,
,,,,,,,,,,17.08.08(화),"₩30,215",,,,,
,,,,,,,,,,17.08.09(수),"₩30,245",,,,,
,,,,,,,,,,17.08.10(목),"₩30,400",,,,,
,,,,,,,,,,17.08.14(월),"₩30,270",,,,,
,,,,,,,,,,17.08.16(수),"₩30,430",,,,,
,,,,,,,,,,17.08.17(목),"₩30,425",,,,,
,,,,,,,,,,17.08.18(금),"₩30,045",,,,,
,,,,,,,,,,17.08.21(월),"₩29,835",,,,,
,,,,,,,,,,17.08.22(화),"₩29,865",,,,,
,,,,,,,,,,17.08.23(수),"₩30,075",,,,,
,,,,,,,,,,17.08.24(목),"₩29,860",,,,,
,,,,,,,,,,17.08.25(금),"₩29,810",,,,,
,,,,,,,,,,17.08.28(월),"₩29,485",,,,,
,,,,,,,,,,17.08.29(화),"₩29,560",,,,,
,,,,,,,,,,17.08.30(수),"₩29,890",,,,,
,,,,,,,,,,17.08.31(목),"₩30,325",,,,,
,,,,,,,,,,17.09.01(금),"₩30,475",,,,,
,,,,,,,,,,17.09.04(월),"₩30,420",,,,,
,,,,,,,,,,17.09.05(화),"₩30,480",,,,,
,,,,,,,,,,17.09.06(수),"₩30,530",,,,,
,,,,,,,,,,17.09.07(목),"₩30,410",,,,,
,,,,,,,,,,17.09.08(금),"₩30,405",,,,,
,,,,,,,,,,17.09.11(월),"₩30,460",,,,,
,,,,,,,,,,17.09.12(화),"₩30,580",,,,,
,,,,,,,,,,17.09.13(수),"₩30,570",,,,,
,,,,,,,,,,17.09.14(목),"₩30,790",,,,,
,,,,,,,,,,17.09.15(금),"₩30,590",,,,,
,,,,,,,,,,17.09.18(월),"₩30,640",,,,,
,,,,,,,,,,17.09.19(화),"₩30,625",,,,,
,,,,,,,,,,17.09.20(수),"₩30,590",,,,,
,,,,,,,,,,17.09.21(목),"₩30,570",,,,,
,,,,,,,,,,17.09.22(금),"₩30,460",,,,,
,,,,,,,,,,17.09.25(월),"₩30,400",,,,,
,,,,,,,,,,17.09.26(화),"₩30,225",,,,,
,,,,,,,,,,17.09.27(수),"₩30,350",,,,,
,,,,,,,,,,17.09.28(목),"₩30,935",,,,,
,,,,,,,,,,17.09.29(금),"₩30,790",,,,,
,,,,,,,,,,17.10.10(화),"₩31,205",,,,,
,,,,,,,,,,17.10.11(수),"₩31,200",,,,,
,,,,,,,,,,17.10.12(목),"₩31,220",,,,,
,,,,,,,,,,17.10.13(금),"₩31,055",,,,,
,,,,,,,,,,17.10.16(월),"₩31,170",,,,,
,,,,,,,,,,17.10.17(화),"₩31,355",,,,,
,,,,,,,,,,17.10.18(수),"₩31,345",,,,,
,,,,,,,,,,17.10.19(목),"₩31,325",,,,,
,,,,,,,,,,17.10.20(금),"₩31,320",,,,,
,,,,,,,,,,17.10.23(월),"₩31,285",,,,,
,,,,,,,,,,17.10.24(화),"₩31,015",,,,,
,,,,,,,,,,17.10.25(수),"₩31,030",,,,,
,,,,,,,,,,17.10.26(목),"₩30,835",,,,,
,,,,,,,,,,17.10.27(금),"₩31,060",,,,,
,,,,,,,,,,17.10.30(월),"₩31,700",,,,,
,,,,,,,,,,17.10.31(화),"₩31,580",,,,,
,,,,,,,,,,17.11.01(수),"₩31,665",,,,,
,,,,,,,,,,17.11.02(목),"₩31,500",,,,,
,,,,,,,,,,17.11.03(금),"₩31,575",,,,,
,,,,,,,,,,17.11.06(월),"₩31,625",,,,,
,,,,,,,,,,17.11.07(화),"₩31,880",,,,,
,,,,,,,,,,17.11.08(수),"₩31,935",,,,,
,,,,,,,,,,17.11.09(목),"₩32,075",,,,,
,,,,,,,,,,17.11.10(금),"₩31,995",,,,,
,,,,,,,,,,17.11.13(월),"₩32,085",,,,,
,,,,,,,,,,17.11.14(화),"₩32,065",,,,,
,,,,,,,,,,17.11.15(수),"₩31,750",,,,,
,,,,,,,,,,17.11.16(목),"₩31,425",,,,,
,,,,,,,,,,17.11.17(금),"₩31,500",,,,,
,,,,,,,,,,17.11.20(월),"₩31,485",,,,,
,,,,,,,,,,17.11.21(화),"₩31,405",,,,,
,,,,,,,,,,17.11.22(수),"₩31,580",,,,,
,,,,,,,,,,17.11.23(목),"₩31,455",,,,,
,,,,,,,,,,17.11.24(금),"₩31,455",,,,,
,,,,,,,,,,17.11.27(월),"₩31,560",,,,,
,,,,,,,,,,17.11.28(화),"₩31,540",,,,,
,,,,,,,,,,17.11.29(수),"₩31,780",,,,,
,,,,,,,,,,17.11.30(목),"₩30,950",,,,,
,,,,,,,,,,17.12.01(금),"₩31,340",,,,,
,,,,,,,,,,17.12.04(월),"₩31,475",,,,,
,,,,,,,,,,17.12.05(화),"₩30,830",,,,,
,,,,,,,,,,17.12.06(수),"₩30,955",,,,,
,,,,,,,,,,17.12.07(목),"₩31,285",,,,,
,,,,,,,,,,17.12.08(금),"₩31,470",,,,,
,,,,,,,,,,17.12.11(월),"₩31,530",,,,,
,,,,,,,,,,17.12.12(화),"₩31,745",,,,,
,,,,,,,,,,17.12.13(수),"₩31,850",,,,,
,,,,,,,,,,17.12.14(목),"₩31,545",,,,,
,,,,,,,,,,17.12.15(금),"₩31,590",,,,,
,,,,,,,,,,17.12.18(월),"₩32,070",,,,,
,,,,,,,,,,17.12.19(화),"₩32,090",,,,,
,,,,,,,,,,17.12.20(수),"₩31,875",,,,,
,,,,,,,,,,17.12.21(목),"₩31,755",,,,,
,,,,,,,,,,17.12.22(금),"₩31,740",,,,,
,,,,,,,,,,17.12.26(화),"₩31,565",,,,,
,,,,,,,,,,17.12.27(수),"₩31,395",,,,,
,,,,,,,,,,17.12.28(목),"₩31,325",,,,,
,,,,,,,,,,17.12.29(금),"₩31,325",,,,,
,,,,,,,,,,18.01.02(화),"₩30,895",,,,,
,,,,,,,,,,18.01.03(수),"₩31,475",,,,,
,,,,,,,,,,18.01.04(목),"₩31,770",,,,,
,,,,,,,,,,18.01.05(금),"₩31,800",,,,,
,,,,,,,,,,18.01.08(월),"₩32,125",,,,,
,,,,,,,,,,18.01.09(화),"₩32,340",,,,,
,,,,,,,,,,18.01.10(수),"₩32,455",,,,,
,,,,,,,,,,18.01.11(목),"₩32,435",,,,,
,,,,,,,,,,18.01.12(금),"₩32,445",,,,,
,,,,,,,,,,18.01.15(월),"₩32,670",,,,,
,,,,,,,,,,18.01.16(화),"₩32,680",,,,,
,,,,,,,,,,18.01.17(수),"₩32,705",,,,,
,,,,,,,,,,18.01.18(목),"₩33,040",,,,,
,,,,,,,,,,18.01.19(금),"₩32,945",,,,,
,,,,,,,,,,18.01.22(월),"₩33,165",,,,,
,,,,,,,,,,18.01.23(화),"₩33,900",,,,,
,,,,,,,,,,18.01.24(수),"₩33,770",,,,,
,,,,,,,,,,18.01.25(목),"₩33,245",,,,,
,,,,,,,,,,18.01.26(금),"₩33,450",,,,,
,,,,,,,,,,18.01.29(월),"₩33,910",,,,,
,,,,,,,,,,18.01.30(화),"₩33,825",,,,,
,,,,,,,,,,18.01.31(수),"₩33,595",,,,,
,,,,,,,,,,18.02.01(목),"₩33,875",,,,,
,,,,,,,,,,18.02.02(금),"₩33,975",,,,,
,,,,,,,,,,18.02.05(월),"₩33,285",,,,,
,,,,,,,,,,18.02.06(화),"₩32,090",,,,,
,,,,,,,,,,18.02.07(수),"₩32,300",,,,,
,,,,,,,,,,18.02.08(목),"₩32,560",,,,,
,,,,,,,,,,18.02.09(금),"₩31,325",,,,,
,,,,,,,,,,18.02.12(월),"₩31,710",,,,,
,,,,,,,,,,18.02.13(화),"₩32,005",,,,,
,,,,,,,,,,18.02.14(수),"₩32,055",,,,,
,,,,,,,,,,18.02.19(월),"₩32,850",,,,,
,,,,,,,,,,18.02.20(화),"₩32,775",,,,,
,,,,,,,,,,18.02.21(수),"₩33,090",,,,,
,,,,,,,,,,18.02.22(목),"₩33,405",,,,,
,,,,,,,,,,18.02.23(금),"₩33,140",,,,,
,,,,,,,,,,18.02.26(월),"₩33,620",,,,,
,,,,,,,,,,18.02.27(화),"₩33,970",,,,,
,,,,,,,,,,18.02.28(수),"₩33,930",,,,,
,,,,,,,,,,18.03.02(금),"₩33,120",,,,,
,,,,,,,,,,18.03.05(월),"₩33,445",,,,,
,,,,,,,,,,18.03.06(화),"₩33,625",,,,,
,,,,,,,,,,18.03.07(수),"₩33,530",,,,,
,,,,,,,,,,18.03.08(목),"₩33,675",,,,,
,,,,,,,,,,18.03.09(금),"₩33,840",,,,,
,,,,,,,,,,18.03.12(월),"₩34,345",,,,,
,,,,,,,,,,18.03.13(화),"₩34,390",,,,,
,,,,,,,,,,18.03.14(수),"₩34,065",,,,,
,,,,,,,,,,18.03.15(목),"₩34,065",,,,,
,,,,,,,,,,18.03.16(금),"₩34,035",,,,,
,,,,,,,,,,18.03.19(월),"₩34,155",,,,,
,,,,,,,,,,18.03.20(화),"₩33,315",,,,,
,,,,,,,,,,18.03.21(수),"₩33,415",,,,,
,,,,,,,,,,18.03.22(목),"₩33,370",,,,,
,,,,,,,,,,18.03.23(금),"₩32,635",,,,,
,,,,,,,,,,18.03.26(월),"₩32,305",,,,,
,,,,,,,,,,18.03.27(화),"₩32,870",,,,,
,,,,,,,,,,18.03.28(수),"₩31,660",,,,,
,,,,,,,,,,18.03.29(목),"₩31,400",,,,,
,,,,,,,,,,18.03.30(금),"₩31,750",,,,,
,,,,,,,,,,18.04.02(월),"₩31,880",,,,,
,,,,,,,,,,18.04.03(화),"₩30,750",,,,,
,,,,,,,,,,18.04.04(수),"₩30,670",,,,,
,,,,,,,,,,18.04.05(목),"₩31,590",,,,,
,,,,,,,,,,18.04.06(금),"₩31,530",,,,,
,,,,,,,,,,18.04.09(월),"₩31,450",,,,,
,,,,,,,,,,18.04.10(화),"₩31,935",,,,,
,,,,,,,,,,18.04.11(수),"₩31,900",,,,,
,,,,,,,,,,18.04.12(목),"₩31,985",,,,,
,,,,,,,,,,18.04.13(금),"₩32,095",,,,,
,,,,,,,,,,18.04.16(월),"₩32,440",,,,,
,,,,,,,,,,18.04.17(화),"₩32,500",,,,,
,,,,,,,,,,18.04.18(수),"₩32,930",,,,,
,,,,,,,,,,18.04.19(목),"₩32,955",,,,,
,,,,,,,,,,18.04.20(금),"₩32,560",,,,,
,,,,,,,,,,18.04.23(월),"₩32,400",,,,,
,,,,,,,,,,18.04.24(화),"₩32,520",,,,,
,,,,,,,,,,18.04.25(수),"₩31,885",,,,,
,,,,,,,,,,18.04.26(목),"₩32,060",,,,,
,,,,,,,,,,18.04.27(금),"₩32,595",,,,,
,,,,,,,,,,18.04.30(월),"₩32,440",,,,,
,,,,,,,,,,18.05.02(수),"₩32,715",,,,,
,,,,,,,,,,18.05.03(목),"₩32,480",,,,,
,,,,,,,,,,18.05.04(금),"₩32,210",,,,,
,,,,,,,,,,18.05.08(화),"₩33,355",,,,,
,,,,,,,,,,18.05.09(수),"₩33,270",,,,,
,,,,,,,,,,18.05.10(목),"₩33,650",,,,,
,,,,,,,,,,18.05.11(금),"₩33,540",,,,,
,,,,,,,,,,18.05.14(월),"₩33,705",,,,,
,,,,,,,,,,18.05.15(화),"₩33,800",,,,,
,,,,,,,,,,18.05.16(수),"₩33,610",,,,,
,,,,,,,,,,18.05.17(목),"₩33,870",,,,,
,,,,,,,,,,18.05.18(금),"₩33,885",,,,,
,,,,,,,,,,18.05.21(월),"₩34,070",,,,,
,,,,,,,,,,18.05.23(수),"₩33,685",,,,,
,,,,,,,,,,18.05.24(목),"₩33,995",,,,,
,,,,,,,,,,18.05.25(금),"₩34,120",,,,,
,,,,,,,,,,18.05.28(월),"₩34,125",,,,,
,,,,,,,,,,18.05.29(화),"₩34,010",,,,,
,,,,,,,,,,18.05.30(수),"₩33,935",,,,,
,,,,,,,,,,18.05.31(목),"₩34,140",,,,,
,,,,,,,,,,18.06.01(금),"₩34,110",,,,,
,,,,,,,,,,18.06.04(월),"₩34,600",,,,,
,,,,,,,,,,18.06.05(화),"₩34,620",,,,,
,,,,,,,,,,18.06.07(목),"₩34,990",,,,,
,,,,,,,,,,18.06.08(금),"₩34,790",,,,,
,,,,,,,,,,18.06.11(월),"₩34,880",,,,,
,,,,,,,,,,18.06.12(화),"₩35,030",,,,,
,,,,,,,,,,18.06.14(목),"₩35,290",,,,,
,,,,,,,,,,18.06.15(금),"₩36,180",,,,,
,,,,,,,,,,18.06.18(월),"₩36,135",,,,,
,,,,,,,,,,18.06.19(화),"₩35,940",,,,,
,,,,,,,,,,18.06.20(수),"₩36,340",,,,,
,,,,,,,,,,18.06.21(목),"₩36,865",,,,,
,,,,,,,,,,18.06.22(금),"₩36,315",,,,,
,,,,,,,,,,18.06.25(월),"₩36,275",,,,,
,,,,,,,,,,18.06.26(화),"₩35,400",,,,,
,,,,,,,,,,18.06.27(수),"₩35,750",,,,,
,,,,,,,,,,18.06.28(목),"₩35,420",,,,,
,,,,,,,,,,18.06.29(금),"₩35,700",,,,,
,,,,,,,,,,18.07.02(월),"₩35,565",,,,,
,,,,,,,,,,18.07.03(화),"₩36,105",,,,,
,,,,,,,,,,18.07.04(수),"₩35,550",,,,,
,,,,,,,,,,18.07.05(목),"₩35,650",,,,,
,,,,,,,,,,18.07.06(금),"₩36,065",,,,,
,,,,,,,,,,18.07.09(월),"₩36,375",,,,,
,,,,,,,,,,18.07.10(화),"₩36,995",,,,,
,,,,,,,,,,18.07.11(수),"₩36,705",,,,,
,,,,,,,,,,18.07.12(목),"₩37,150",,,,,
,,,,,,,,,,18.07.13(금),"₩37,695",,,,,
,,,,,,,,,,18.07.16(월),"₩37,815",,,,,
,,,,,,,,,,18.07.17(화),"₩37,260",,,,,
,,,,,,,,,,18.07.18(수),"₩38,040",,,,,
,,,,,,,,,,18.07.19(목),"₩38,010",,,,,
,,,,,,,,,,18.07.20(금),"₩37,950",,,,,
,,,,,,,,,,18.07.23(월),"₩37,635",,,,,
,,,,,,,,,,18.07.24(화),"₩38,030",,,,,
,,,,,,,,,,18.07.25(수),"₩37,840",,,,,
,,,,,,,,,,18.07.26(목),"₩37,800",,,,,
,,,,,,,,,,18.07.27(금),"₩37,360",,,,,
,,,,,,,,,,18.07.30(월),"₩36,915",,,,,
,,,,,,,,,,18.07.31(화),"₩36,450",,,,,
,,,,,,,,,,18.08.01(수),"₩37,025",,,,,
,,,,,,,,,,18.08.02(목),"₩36,975",,,,,
,,,,,,,,,,18.08.03(금),"₩37,765",,,,,
,,,,,,,,,,18.08.06(월),"₩37,540",,,,,
,,,,,,,,,,18.08.07(화),"₩38,075",,,,,
,,,,,,,,,,18.08.08(수),"₩37,900",,,,,
