Date,Close,Open,High,Low,Volume
2022-05-25,75479.26,75479.26,75479.26,75479.26,0
2022-05-26,75176.73,75176.73,75176.73,75176.73,0
2022-05-27,74845.11,74845.11,74845.11,74845.11,0
2022-05-30,74023.91,74023.91,74023.91,74023.91,0
2022-05-31,73732.93,73732.93,73732.93,73732.93,0
2022-06-02,74447.27,74447.27,74447.27,74447.27,0
2022-06-03,74579.42,74579.42,74579.42,74579.42,0
2022-06-07,74603.13,74603.13,74603.13,74603.13,0
2022-06-08,74656.5,74656.5,74656.5,74656.5,0
2022-06-09,74634.85,74634.85,74634.85,74634.85,0
2022-06-10,75238.43,75238.43,75238.43,75238.43,0
2022-06-13,76721.67,76721.67,76721.67,76721.67,0
2022-06-14,75496.58,75496.58,75496.58,75496.58,0
2022-06-15,75645.09,75645.09,75645.09,75645.09,0
2022-06-16,76164.81,76164.81,76164.81,76164.81,0
2022-06-17,76812.61,76812.61,76812.61,76812.61,0
2022-06-20,76494.91,76494.91,76494.91,76494.91,0
2022-06-21,76220.11,76220.11,76220.11,76220.11,0
2022-06-22,76504.62,76504.62,76504.62,76504.62,0
2022-06-23,76860.24,76860.24,76860.24,76860.24,0
2022-06-24,75965.57,75965.57,75965.57,75965.57,0
2022-06-27,75792.05,75792.05,75792.05,75792.05,0
2022-06-28,75543.77,75543.77,75543.77,75543.77,0
2022-06-29,76081.01,76081.01,76081.01,76081.01,0
2022-06-30,75686.58,75686.58,75686.58,75686.58,0
2022-07-01,74634.43,74634.43,74634.43,74634.43,0
2022-07-04,75191.71,75191.71,75191.71,75191.71,0
2022-07-05,75800.84,75800.84,75800.84,75800.84,0
2022-07-06,74119.5,74119.5,74119.5,74119.5,0
2022-07-07,72968.27,72968.27,72968.27,72968.27,0
2022-07-08,72839.08,72839.08,72839.08,72839.08,0
2022-07-11,72925.76,72925.76,72925.76,72925.76,0
2022-07-12,73078.34,73078.34,73078.34,73078.34,0
2022-07-13,72473.16,72473.16,72473.16,72473.16,0
2022-07-14,72762.52,72762.52,72762.52,72762.52,0
2022-07-15,72722.17,72722.17,72722.17,72722.17,0
2022-07-18,72571.74,72571.74,72571.74,72571.74,0
2022-07-19,72086.36,72086.36,72086.36,72086.36,0
2022-07-20,72031.81,72031.81,72031.81,72031.81,0
2022-07-21,71048.15,71048.15,71048.15,71048.15,0
2022-07-22,72864.06,72864.06,72864.06,72864.06,0
2022-07-25,72771.67,72771.67,72771.67,72771.67,0
2022-07-26,72332.91,72332.91,72332.91,72332.91,0
2022-07-27,72685.74,72685.74,72685.74,72685.74,0
2022-07-28,73002.68,73002.68,73002.68,73002.68,0
2022-07-29,73676.92,73676.92,73676.92,73676.92,0
2022-08-01,74236.2,74236.2,74236.2,74236.2,0
2022-08-02,74847.31,74847.31,74847.31,74847.31,0
2022-08-03,74398.98,74398.98,74398.98,74398.98,0
2022-08-04,75225.84,75225.84,75225.84,75225.84,0
2022-08-05,74455.1,74455.1,74455.1,74455.1,0
2022-08-08,74711.11,74711.11,74711.11,74711.11,0
2022-08-09,75192.16,75192.16,75192.16,75192.16,0
2022-08-10,75567.58,75567.58,75567.58,75567.58,0
2022-08-11,75040.63,75040.63,75040.63,75040.63,0
2022-08-12,74949.66,74949.66,74949.66,74949.66,0
2022-08-16,74952.34,74952.34,74952.34,74952.34,0
2022-08-17,74784.18,74784.18,74784.18,74784.18,0
2022-08-18,75248.5,75248.5,75248.5,75248.5,0
2022-08-19,75324.07,75324.07,75324.07,75324.07,0
2022-08-22,74908.64,74908.64,74908.64,74908.64,0
2022-08-23,74982.63,74982.63,74982.63,74982.63,0
2022-08-24,75233.33,75233.33,75233.33,75233.33,0
2022-08-25,75697.49,75697.49,75697.49,75697.49,0
2022-08-26,74749.78,74749.78,74749.78,74749.78,0
2022-08-29,74861.75,74861.75,74861.75,74861.75,0
2022-08-30,74927.51,74927.51,74927.51,74927.51,0
2022-08-31,74034.23,74034.23,74034.23,74034.23,0
2022-09-01,74109.3,74109.3,74109.3,74109.3,0
2022-09-02,74731.08,74731.08,74731.08,74731.08,0
2022-09-05,75495.91,75495.91,75495.91,75495.91,0
2022-09-06,75880.41,75880.41,75880.41,75880.41,0
2022-09-07,75994.55,75994.55,75994.55,75994.55,0
2022-09-08,76262.11,76262.11,76262.11,76262.11,0
2022-09-13,76396.26,76396.26,76396.26,76396.26,0
