Date,Close,Open,High,Low,Volume
2022-09-14,76322.51,76322.51,76322.51,76322.51,0
2022-09-15,75835.73,75835.73,75835.73,75835.73,0
2022-09-16,74436.34,74436.34,74436.34,74436.34,0
2022-09-19,74459.81,74459.81,74459.81,74459.81,0
2022-09-20,74702.89,74702.89,74702.89,74702.89,0
2022-09-21,75117.82,75117.82,75117.82,75117.82,0
2022-09-22,75425.7,75425.7,75425.7,75425.7,0
2022-09-23,75059.9,75059.9,75059.9,75059.9,0
2022-09-26,75448.57,75448.57,75448.57,75448.57,0
2022-09-27,74898.32,74898.32,74898.32,74898.32,0
2022-09-28,75283.07,75283.07,75283.07,75283.07,0
2022-09-29,75876.89,75876.89,75876.89,75876.89,0
2022-09-30,76851.33,76851.33,76851.33,76851.33,0
2022-10-04,78330.08,78330.08,78330.08,78330.08,0
2022-10-05,77836.12,77836.12,77836.12,77836.12,0
2022-10-06,77645.53,77645.53,77645.53,77645.53,0
2022-10-07,77638.7,77638.7,77638.7,77638.7,0
2022-10-11,76966.94,76966.94,76966.94,76966.94,0
2022-10-12,76575.23,76575.23,76575.23,76575.23,0
2022-10-13,77299.36,77299.36,77299.36,77299.36,0
2022-10-14,76698.41,76698.41,76698.41,76698.41,0
2022-10-17,76595.64,76595.64,76595.64,76595.64,0
2022-10-18,75806.2,75806.2,75806.2,75806.2,0
