date,open,high,low,close,volume
2020-01-02,25.70688506196501,25.712649262493986,25.510869255422786,25.695354461669922,379900
2020-01-03,25.54546105630805,25.781832864264516,25.54546105630805,25.695354461669922,300300
2020-01-06,25.63770904186058,25.781838276952243,25.63194264088386,25.735715866088867,301400
2020-01-07,25.758775386186358,25.833723199316896,25.706888776978673,25.799131393432617,243100
2020-01-08,25.822191140429826,25.856780745125054,25.70688732655864,25.72418212890625,147900
2020-01-09,25.81065730847379,25.902899908177535,25.758770708688115,25.816421508789062,180800
2020-01-10,25.827951351809403,25.937490947723195,25.81642075227969,25.931724548339844,246400
2020-01-13,25.94326269515783,26.10468673706055,25.94326269515783,26.104686737060547,251700
2020-01-14,26.087387314634814,26.23151652631788,26.0758567137917,26.15080451965332,295300
2020-01-15,26.13927015218271,26.32375534061403,26.12773955300114,26.219982147216797,254600
2020-01-16,26.248808504100417,26.35834810070704,26.248808504100417,26.34105110168457,224400
2020-01-17,26.39294501625101,26.410242020068107,26.300702393097726,26.38141441345215,176200
2020-01-21,26.387180221813182,26.531309454705383,26.387180221813182,26.49095344543457,442000
2020-01-22,26.55436615623352,26.61201695991795,26.47941835205401,26.502479553222656,260700
2020-01-23,26.49671092978024,26.577422927860184,26.439060130933708,26.54283332824707,224100
2020-01-24,26.583192202093457,26.58895640290667,26.323759180753992,26.421768188476562,300200
2020-01-27,26.27763900253697,26.335289807675117,26.214221797342656,26.289167404174805,249000
2020-01-28,26.341048880790588,26.548595257665323,26.329518282160123,26.514005661010742,243500
2020-01-29,26.525538378470376,26.71578998798869,26.51400997720003,26.710025787353516,249900
2020-01-30,26.64084286086644,26.721554867231625,26.600486857683844,26.698495864868164,239700
2020-01-31,26.698492806176652,26.773438403936968,26.531302412581525,26.583189010620117,367000
2020-02-03,26.652374302092536,26.819564720113693,26.588957095309528,26.721555709838867,548900
2020-02-04,26.831090372879437,26.871446369891807,26.675430584730208,26.808029174804688,860200
2020-02-05,26.88298476336512,27.079000605359425,26.8310981522714,27.044408798217773,452300
2020-02-06,27.079002947167098,27.286549409490693,27.044411137033922,27.171245574951172,526800
2020-02-07,27.217355804175206,27.217355804175206,27.055931814583047,27.113582611083984,382400
2020-02-10,27.125119096818917,27.130885497262565,26.98675627549494,27.03864288330078,429200
2020-02-11,27.061699233399366,27.13088283651385,26.986753628881104,27.021343231201172,441600
2020-02-12,27.090527525594396,27.309602343335616,27.04440512234115,27.21159553527832,385900
2020-02-13,27.2115976001295,27.50562024584945,27.2115976001295,27.447969436645508,260700
2020-02-14,27.44796724549251,27.57480165470096,27.384550040888286,27.557504653930664,253000
2020-02-18,27.586333092520665,27.69010631161533,27.540212883610515,27.67281150817871,364800
