date,open,high,low,close,volume
2000-05-26,31.38829231262207,31.520844222726048,31.352945136594343,31.38829231262207,9500
2000-05-30,31.60920641437534,31.75059509277344,31.60920641437534,31.750595092773438,1200
2000-05-31,31.96269216060507,32.13942808629268,31.96269216060507,31.980365753173828,25500
2000-06-01,32.13059154397687,32.42220582366643,32.13059154397687,32.27198028564453,15300
2000-06-02,33.01426402107883,33.09379517102254,32.855201721191406,32.855201721191406,14200
2000-06-05,32.80217809352184,32.80217809352184,32.643115807507996,32.678462982177734,1600
2000-06-06,32.59892468235239,32.59892468235239,32.52823034853325,32.590087890625,2100
2000-06-07,32.616605616158,32.713810347065,32.616605616158,32.64311599731445,20400
2000-06-08,32.67845663335733,32.67845663335733,32.431026458740234,32.431026458740234,19200
2000-06-09,32.65194438269951,32.65194438269951,32.42218780517578,32.42218780517578,4100
2000-06-12,32.466373261062266,32.5017204284668,32.466373261062266,32.5017204284668,4200
2000-06-13,32.31615704244613,32.58126087380336,32.31615704244613,32.54591369628906,20400
2000-06-14,32.67845571667844,32.75798684200297,32.59008779965119,32.60776138305664,115000
2000-06-15,32.71380067772074,32.71380067772074,32.271961122376055,32.289634704589844,30800
2000-06-16,32.37800702412923,32.37800702412923,31.812452316284183,31.81245231628418,2100
2000-06-19,31.83011726170918,32.104057748969865,31.83011726170918,32.015689849853516,13900
2000-06-20,31.91849648952484,32.02453800610134,31.671066284179688,31.671066284179688,19500
2000-06-21,31.7455261971683,31.851698525586922,31.692440032958988,31.692440032958984,18000
2000-06-22,31.745539190797338,31.745539190797338,31.4535651681395,31.4801082611084,8200
2000-06-23,31.612820752569146,31.665906933513845,31.42701911926269,31.427019119262695,1700
2000-06-26,31.524341514117936,31.71899083023093,31.435864552248393,31.488950729370117,13900
2000-06-27,31.710148400172145,31.710148400172145,31.480108261108395,31.4801082611084,14400
2000-06-28,31.550878142880237,31.657050475385724,31.35622886662018,31.373924255371094,5800
2000-06-29,31.143889180196094,31.258909225463864,31.143889180196094,31.258909225463867,300
2000-06-30,31.32083639451552,31.329684088412275,31.037710189819336,31.037710189819336,7700
2000-07-03,30.78998000695703,30.825370788574222,30.78998000695703,30.82537078857422,800
2000-07-05,31.143895546708304,31.24122022029177,31.09965705871582,31.09965705871582,1100
2000-07-06,31.135034822683647,31.214664067754452,31.037710189819336,31.037710189819336,12500
2000-07-07,30.639577760234086,31.506652152524858,30.639577760234086,31.391632080078125,5500
2000-07-10,31.533191481152095,31.577429965272678,31.42701911926269,31.427019119262695,64200
2000-07-11,31.418171196315416,31.692449795888994,31.347389622231912,31.559734344482422,33600
2000-07-12,31.789786975034378,31.789786975034378,31.577442169189453,31.577442169189453,1000
2000-07-13,31.78091972999658,31.78091972999658,31.51548888592645,31.63935661315918,32300
2000-07-14,31.78091838871823,31.78091838871823,31.630507583426414,31.68359375,13500
2000-07-17,31.621645737232377,31.630493427701662,31.365062713623047,31.365062713623047,4800
2000-07-18,31.356248747709113,31.497811947473036,31.285467147827152,31.28546714782715,32700
2000-07-19,31.391601368532342,31.51546901767537,31.320819854736328,31.320819854736328,22700
2000-07-20,31.43586658983629,31.5774297380033,31.43586658983629,31.559734344482422,38800
2000-07-21,31.586250531471382,31.586250531471382,31.28542909783832,31.320819854736328,9100
2000-07-24,31.32083663073453,31.373922794515437,31.143882751464844,31.143882751464844,4300
2000-07-25,31.1969647614382,31.480090930572068,31.1969647614382,31.205812454223633,38700
2000-07-26,31.214678547771804,31.303155527782497,31.002333795746146,31.090810775756836,19100
2000-07-27,31.108499803467485,31.267758334884554,31.108499803467485,31.250062942504883,15900
2000-07-28,31.21466335173576,31.21466335173576,30.71919250488281,30.719192504882812,4500
2000-07-31,31.002318839362577,31.09964347042222,30.913841902035628,30.993471145629883,10100
2000-08-01,31.011175145379276,31.329692208213416,31.011175145379276,31.250062942504883,20400
2000-08-02,31.391605836928157,31.595102718058186,31.391605836928157,31.568559646606445,11400
2000-08-03,31.35622142165741,31.683586035822568,31.35622142165741,31.648195266723633,80600
2000-08-04,31.78092951905039,32.01981735229492,31.78092951905039,32.01981735229492,7400
2000-08-07,32.13483132175181,32.329480630418814,32.06404975496381,32.32063293457031,10600
2000-08-08,32.143675494626095,32.223304748535156,32.143675494626095,32.223304748535156,6800
2000-08-09,32.276387622474964,32.276387622474964,31.99326141526027,32.02865219116211,30200
2000-08-10,32.117144554163424,32.15253534706057,32.099449157714844,32.099449157714844,1700
