date,open,high,low,close,volume
2020-01-02,74.26621612180224,74.30605913870383,72.6006223642807,73.07878112792969,5106600
2020-01-03,72.71219492576617,73.68445455582327,72.54483965700338,73.53303527832031,5015500
2020-01-06,73.45335698002731,73.88370178642587,73.21428058544137,73.62071228027344,4889000
2020-01-07,73.46130651416624,73.46130651416624,72.40138384274024,72.79985046386719,6529100
2020-01-08,72.83172509900695,73.1664355857889,72.5687356821992,73.02298736572266,6766100
2020-01-09,73.00705369156317,73.21425803381,72.80782038404993,72.98314666748047,4213800
2020-01-10,73.14253373563535,73.62866351134703,72.94330042034755,73.54100036621094,5838800
2020-01-13,73.61271378628985,74.43355391929953,73.58880068561781,74.42558288574219,5552600
2020-01-14,74.35389477214082,74.39373779734872,73.7322815616754,74.14669036865234,4120700
2020-01-15,74.36184930570701,74.97549139306786,74.32997124193719,74.81610107421875,4471500
2020-01-16,74.9356442915262,75.41380310058594,74.80813811316587,75.41380310058594,4426700
2020-01-17,75.37395685723452,75.73257442866658,75.32613672228973,75.48552703857422,3581300
2020-01-21,75.58116845447834,76.25856677773706,75.38193508413636,76.2027816772461,4217400
2020-01-22,76.38604650311447,76.62512889672387,75.56520627456962,75.69271850585938,5024300
2020-01-23,75.78039809791366,76.36216218595368,75.46162958513959,76.33028411865234,4825000
2020-01-24,76.42589961022986,76.5374697784105,75.83617070982966,76.06727600097656,3518100
2020-01-27,75.67678419735556,75.95570963175771,75.49349294622776,75.70069122314453,3047000
2020-01-28,75.82819849582495,76.2426011026066,75.68475027037782,76.00352478027344,3006100
2020-01-29,76.23464466650213,76.33027277407378,75.65288066492674,75.72460174560547,3785500
2020-01-30,75.525361850798,75.93977054798822,75.38988465676661,75.78038024902344,4142400
2020-01-31,75.70867555482057,75.78836768148595,74.64875263782439,74.85595703125,6370900
2020-02-03,74.81610793544631,75.66882645910337,74.79220090545623,75.1030044555664,7508200
2020-02-04,75.37395652505118,76.18682585410359,75.16675215485395,75.87602233886719,4422900
